# VizieR  - Graph output I/355 BP/RP spectrum of Gaia DR3 4764027962957023104
# Resource:SpBRRP
# Wavelength [nm]
#  Normalized flux [W / (m2 nm)]
# err [W / (m2 nm)]
336 	5.87897458e-16 	3.80884167e-16	
338 	7.24960518e-16 	2.81907679e-16	
340 	7.18603271e-16 	2.28753318e-16	
342 	7.19930465e-16 	1.97951428e-16	
344 	8.11162531e-16 	1.85222309e-16	
346 	7.78399085e-16 	1.80953329e-16	
348 	5.12220358e-16 	1.86869775e-16	
350 	3.04500642e-16 	1.97804507e-16	
352 	5.17321349e-16 	2.18407565e-16	
354 	9.34181097e-16 	2.33784111e-16	
356 	9.27892512e-16 	2.25243345e-16	
358 	5.92540892e-16 	2.02925364e-16	
360 	4.39152331e-16 	1.86226890e-16	
362 	5.10866746e-16 	1.88757997e-16	
364 	5.70681513e-16 	1.82248628e-16	
366 	5.22234246e-16 	2.05235117e-16	
368 	5.21747890e-16 	2.04598704e-16	
370 	6.63752699e-16 	2.32869898e-16	
372 	7.64198842e-16 	2.38892302e-16	
374 	6.35516803e-16 	2.53992226e-16	
376 	4.07254050e-16 	2.84776236e-16	
378 	3.73175003e-16 	2.81836317e-16	
380 	5.34439250e-16 	3.17317627e-16	
382 	5.74763312e-16 	3.12684833e-16	
384 	3.66037506e-16 	2.97445149e-16	
386 	1.83922590e-16 	2.97740154e-16	
388 	2.81267666e-16 	2.59966561e-16	
390 	5.39732835e-16 	2.34612297e-16	
392 	6.89204822e-16 	2.21268524e-16	
394 	6.43169005e-16 	1.94437684e-16	
396 	5.42353343e-16 	1.78790285e-16	
398 	5.57368167e-16 	1.75679504e-16	
400 	7.13469986e-16 	1.63064682e-16	
402 	8.95327484e-16 	1.52295981e-16	
404 	9.70285347e-16 	1.55765309e-16	
406 	9.26620057e-16 	1.52243624e-16	
408 	8.66914558e-16 	1.41032018e-16	
410 	9.01846037e-16 	1.45571823e-16	
412 	1.04430946e-15 	1.49856116e-16	
414 	1.20053050e-15 	1.38698694e-16	
416 	1.23982235e-15 	1.37400933e-16	
418 	1.11256020e-15 	1.48595387e-16	
420 	8.86564451e-16 	1.43404584e-16	
422 	6.99538465e-16 	1.32437651e-16	
424 	6.64356422e-16 	1.41577600e-16	
426 	7.98589015e-16 	1.48411356e-16	
428 	1.02107302e-15 	1.35897331e-16	
430 	1.22197049e-15 	1.30395296e-16	
432 	1.32864540e-15 	1.42689476e-16	
434 	1.34273590e-15 	1.43676455e-16	
436 	1.32879003e-15 	1.29364099e-16	
438 	1.36000563e-15 	1.27367510e-16	
440 	1.46661976e-15 	1.39241285e-16	
442 	1.63360902e-15 	1.38598453e-16	
444 	1.81247030e-15 	1.24341724e-16	
446 	1.95739171e-15 	1.21230492e-16	
448 	2.05042536e-15 	1.32479063e-16	
450 	2.10727080e-15 	1.34332080e-16	
452 	2.16587870e-15 	1.21414047e-16	
454 	2.25908896e-15 	1.13221279e-16	
456 	2.39381951e-15 	1.21332043e-16	
458 	2.55478753e-15 	1.28238353e-16	
460 	2.69995564e-15 	1.20601914e-16	
462 	2.79518649e-15 	1.07619824e-16	
464 	2.81878568e-15 	1.06955069e-16	
466 	2.76819685e-15 	1.15617575e-16	
468 	2.67551238e-15 	1.17364409e-16	
470 	2.56316807e-15 	1.07526538e-16	
472 	2.46501432e-15 	9.74238899e-17	
474 	2.39895634e-15 	9.89073159e-17	
476 	2.36667231e-15 	1.06145848e-16	
478 	2.36078755e-15 	1.06832004e-16	
480 	2.37473945e-15 	9.89394106e-17	
482 	2.39135633e-15 	9.04699414e-17	
484 	2.41371059e-15 	9.07663367e-17	
486 	2.43322115e-15 	9.67210180e-17	
488 	2.45753438e-15 	9.94434812e-17	
490 	2.48589834e-15 	9.55208319e-17	
492 	2.51409649e-15 	8.92296734e-17	
494 	2.52727971e-15 	8.72569336e-17	
496 	2.51452318e-15 	9.08123743e-17	
498 	2.46988963e-15 	9.45771115e-17	
500 	2.38789409e-15 	9.39140303e-17	
502 	2.26383891e-15 	8.89209232e-17	
504 	2.12260294e-15 	8.46255530e-17	
506 	1.97878840e-15 	8.49965071e-17	
508 	1.85909417e-15 	8.92333196e-17	
510 	1.78704618e-15 	9.29370373e-17	
512 	1.77614190e-15 	9.29276604e-17	
