,4168,4168,1019,1019,7868,7868,4205,4205,1054,1054,7904,7904,6463,6463,,
Wavelength,Orbit 1 flux,Orbit 1 error,Orbit 2 flux,Orbit 2 error,Orbit 3 flux,Orbit 3 error,Orbit 4 flux,Orbit 4 error,Orbit 5 flux,Orbit 5 error,Orbit 6 flux,Orbit 6 error,Orbit 7 flux,Orbit 7 error,Orbits 1-7 flux,Orbits 1-7 error
A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A,﻿erg/s/cm2/A
1900.78326,-1.03E-15,3.35E-15,4.53E-15,3.20E-15,1.22E-15,3.74E-15,-1.02E-15,3.54E-15,2.02E-15,3.90E-15,2.61E-15,3.69E-15,2.89E-15,4.29E-15,1.41E-15,1.38E-15
1906.306175,-1.81E-16,3.07E-15,1.71E-15,2.69E-15,1.97E-15,4.07E-15,4.53E-16,2.93E-15,-6.31E-16,3.54E-15,-1.56E-15,3.36E-15,4.52E-15,4.00E-15,6.35E-16,1.36E-15
1911.82909,3.04E-15,2.82E-15,3.86E-15,3.08E-15,7.87E-16,3.19E-15,8.15E-15,3.51E-15,1.49E-15,3.06E-15,-1.66E-15,3.19E-15,-6.82E-15,3.43E-15,1.78E-15,1.27E-15
1917.352005,5.14E-15,3.24E-15,3.99E-15,3.25E-15,-3.75E-15,2.83E-15,5.08E-16,2.71E-15,2.43E-15,2.76E-15,-2.76E-15,2.60E-15,5.42E-16,3.56E-15,-1.07E-15,1.22E-15
1922.87492,-1.15E-15,2.77E-15,1.38E-15,2.79E-15,1.95E-15,2.91E-15,4.87E-15,2.82E-15,2.99E-15,2.69E-15,-9.98E-16,2.64E-15,-3.13E-15,3.59E-15,1.64E-15,1.09E-15
1928.397835,9.92E-16,2.32E-15,-4.20E-15,2.35E-15,4.84E-15,2.73E-15,2.32E-15,2.07E-15,-9.15E-17,2.83E-15,-1.57E-15,2.89E-15,5.67E-15,3.29E-15,1.86E-15,1.07E-15
1933.92075,-6.92E-17,2.47E-15,2.23E-15,2.64E-15,2.63E-16,2.65E-15,9.00E-16,2.19E-15,-1.00E-16,2.66E-15,-1.93E-15,2.43E-15,3.72E-15,3.14E-15,-9.33E-16,1.03E-15
1939.443665,1.71E-15,2.26E-15,-2.18E-15,2.11E-15,-2.80E-15,2.26E-15,4.71E-15,2.03E-15,-6.27E-15,2.66E-15,-2.24E-15,2.58E-15,2.39E-15,3.08E-15,5.58E-17,9.73E-16
1944.96658,5.17E-15,2.12E-15,8.05E-16,2.09E-15,2.47E-15,2.27E-15,-1.74E-15,2.21E-15,2.29E-15,2.27E-15,-1.07E-15,2.13E-15,3.34E-15,2.58E-15,9.94E-16,8.56E-16
1950.489495,3.92E-15,2.27E-15,2.54E-15,1.96E-15,9.44E-16,2.20E-15,-7.84E-16,2.24E-15,2.43E-15,2.07E-15,1.85E-15,2.01E-15,9.18E-16,2.20E-15,4.88E-16,8.53E-16
1956.01241,-4.86E-16,2.20E-15,2.54E-15,2.09E-15,5.36E-16,2.06E-15,6.30E-16,2.12E-15,-4.33E-16,1.95E-15,-7.61E-16,1.93E-15,-3.02E-15,2.46E-15,7.87E-16,8.29E-16
1961.535325,-1.02E-15,2.06E-15,-2.21E-15,1.68E-15,1.99E-15,2.20E-15,4.93E-16,2.06E-15,5.16E-16,1.90E-15,-1.83E-15,1.99E-15,1.51E-15,2.60E-15,8.61E-16,7.99E-16
1967.05824,2.10E-15,1.88E-15,-2.61E-15,1.77E-15,-1.91E-15,2.06E-15,-9.25E-16,1.96E-15,-1.07E-15,1.84E-15,-2.54E-15,1.95E-15,-5.05E-18,2.05E-15,6.41E-16,7.70E-16
1972.581155,4.12E-15,1.79E-15,2.12E-15,1.64E-15,-6.59E-16,1.85E-15,2.67E-15,1.65E-15,1.81E-16,1.92E-15,-1.06E-15,1.80E-15,3.41E-16,2.13E-15,1.17E-15,7.16E-16
1978.10407,8.44E-17,1.78E-15,1.10E-15,1.95E-15,-2.10E-15,1.87E-15,4.59E-16,1.73E-15,1.11E-15,1.73E-15,1.53E-15,1.77E-15,2.33E-15,2.22E-15,6.89E-16,6.88E-16
1983.626985,2.56E-15,1.78E-15,1.67E-15,1.53E-15,1.33E-15,1.83E-15,1.76E-15,1.48E-15,7.67E-16,1.69E-15,1.48E-15,1.75E-15,-9.11E-16,2.47E-15,1.14E-15,6.77E-16
1989.1499,1.77E-15,1.66E-15,1.39E-15,1.62E-15,9.63E-18,1.66E-15,9.31E-16,1.57E-15,-2.46E-15,1.80E-15,-3.57E-16,1.97E-15,1.92E-15,1.97E-15,4.08E-16,6.85E-16
1994.672815,1.73E-16,1.57E-15,9.35E-16,1.62E-15,4.42E-17,1.54E-15,1.06E-15,1.52E-15,1.32E-15,1.45E-15,3.61E-16,1.39E-15,-6.13E-16,1.79E-15,1.75E-16,6.18E-16
2000.195729,9.44E-17,1.45E-15,1.47E-15,1.53E-15,5.75E-16,1.66E-15,1.31E-15,1.52E-15,-7.68E-17,1.39E-15,3.08E-16,1.44E-15,9.15E-16,2.00E-15,2.11E-16,6.20E-16
2005.718644,1.18E-16,1.39E-15,6.39E-16,1.46E-15,9.29E-16,1.52E-15,-3.76E-17,1.28E-15,1.50E-15,1.52E-15,9.13E-16,1.54E-15,6.96E-16,1.65E-15,2.99E-16,6.01E-16
2011.241559,1.16E-15,1.15E-15,9.91E-16,1.44E-15,-3.56E-16,1.44E-15,1.42E-15,1.49E-15,9.93E-16,1.25E-15,4.31E-16,1.18E-15,3.40E-16,1.76E-15,2.01E-16,5.40E-16
2016.764474,8.09E-16,1.23E-15,3.75E-16,1.22E-15,3.88E-16,1.22E-15,4.67E-16,1.36E-15,1.79E-15,1.36E-15,2.22E-15,1.36E-15,-6.72E-16,1.51E-15,2.75E-16,5.53E-16
2022.287389,8.79E-16,1.27E-15,-4.51E-16,1.26E-15,-7.42E-17,1.36E-15,1.67E-15,1.29E-15,3.76E-16,1.32E-15,6.94E-17,1.26E-15,3.00E-15,1.59E-15,1.65E-16,5.12E-16
2027.810304,-1.06E-16,1.19E-15,4.92E-16,1.24E-15,7.21E-17,1.26E-15,1.48E-15,1.16E-15,1.33E-15,1.21E-15,1.09E-15,1.22E-15,1.59E-15,1.64E-15,4.61E-16,4.96E-16
2033.333219,2.16E-15,1.14E-15,3.38E-16,1.23E-15,-2.35E-16,1.04E-15,-2.72E-16,1.23E-15,1.00E-15,1.25E-15,1.49E-15,1.32E-15,1.00E-15,1.42E-15,4.29E-16,5.04E-16
