1170.0 , 5.322462692445715e-16  , 2.1786795165509664e-16  
1170.6 , 6.573805452013077e-16  , 2.7082437877677865e-16  
1171.2 , 4.693300304735871e-16  , 1.9216254223546815e-16  
1171.8 , 7.139838225796892e-16  , 2.980593944526143e-16  
1172.4 , 4.3226192844251074e-16  , 2.1675700406328715e-16  
1173.0 , 4.45095804777537e-16  , 1.8232483793410186e-16  
1173.6 , 1.1456388955430836e-15  , 4.895430063645845e-16  
1174.2 , 1.7137001580130848e-15  , 3.373284893332172e-16  
1174.8 , 4.398297266069859e-15  , 5.853165743610053e-16  
1175.4 , 7.285648500999229e-15  , 7.586487706110202e-16  
1176.0 , 9.466310013466958e-15  , 8.675812161003209e-16  
1176.6 , 8.397387044126566e-15  , 8.190731250088384e-16  
1177.2 , 4.260796136368776e-15  , 5.880692844499178e-16  
1177.8 , 2.2161805445439697e-15  , 4.362891408315548e-16  
1178.4 , 1.0328889879252827e-15  , 2.9911507565614405e-16  
1179.0 , 1.2616490682285198e-15  , 3.579859089998311e-16  
1179.6 , 7.44526967286509e-16  , 2.51681114954118e-16  
1180.2 , 3.7801779042149063e-16  , 1.4484391494088712e-16  
1180.8 , 4.931789901928725e-16  , 2.0282418893383456e-16  
1181.4 , 3.1703497151685625e-16  , 1.5950744410201034e-16  
1182.0 , 5.088380637954837e-16  , 1.9403810036149119e-16  
1182.6 , 1.267312159389601e-16  , 8.968998921234466e-17  
1183.2 , 3.4623288859191295e-16  , 1.422268142470912e-16  
1183.8 , 4.890130684017736e-16  , 2.0338742342664045e-16  
1184.4 , 8.96858477078703e-16  , 2.8918254998788643e-16  
1185.0 , 1.8641197886282394e-16  , 1.3491410801698782e-16  
1185.6 , 6.272848830815745e-16  , 2.330525630368202e-16  
1186.2 , 4.063663304264126e-16  , 1.5441285295239303e-16  
1186.8 , 4.890919334128939e-16  , 2.0419973328328437e-16  
1187.4 , 2.3103180296305834e-16  , 1.4095525166276279e-16  
1188.0 , 1.8052566059309833e-16  , 8.111845601202212e-17  
1188.6 , 3.079613193521445e-16  , 1.8716959376328803e-16  
1189.2 , 4.65673859268782e-16  , 1.90997314983742e-16  
1189.8 , 7.683562625470926e-16  , 2.4791688547510056e-16  
1190.4 , 6.208171030168548e-16  , 2.238932259723268e-16  
1191.0 , 4.104646248078672e-16  , 1.5302430513686925e-16  
1191.6 , 4.2910283570264826e-16  , 1.3473887829352914e-16  
1192.2 , 1.8377516548413176e-16  , 1.088098697030946e-16  
1192.8 , 8.399765206373873e-16  , 2.8131881228877936e-16  
1193.4 , 1.0147375645706278e-15  , 2.5396177897523233e-16  
1194.0 , 8.903125513931443e-16  , 2.1471138550046932e-16  
1194.6 , 1.1981898415546475e-15  , 2.929354486487442e-16  
1195.2 , 9.616950465658906e-16  , 2.0700305736363627e-16  
1195.8 , 4.854368985191218e-16  , 1.8377435337605018e-16  
1196.4 , 3.3629690648444244e-16  , 1.0688061694500726e-16  
1197.0 , 5.675874471424607e-16  , 2.664801544287229e-16  
1197.6 , 7.343235022067566e-16  , 1.863145655922409e-16  
1198.2 , 4.151793379168214e-16  , 1.3071847489907714e-16  
1198.8 , 7.642658210465313e-16  , 2.5449711614352653e-16  
1199.4 , 7.888010146691028e-16  , 1.9116007973507928e-16  
1200.0 , 1.064393941419227e-15  , 3.1541345382924926e-16  
1200.6 , 9.881374943222752e-16  , 2.3445182734381443e-16  
1201.2 , 6.534711207389733e-16  , 1.9317144376496775e-16  
1201.8 , 1.4726574117001266e-15  , 3.275580077150355e-16  
1202.4 , 9.884809667199545e-16  , 2.1344359053728325e-16  
1203.0 , 1.0249483980862447e-15  , 2.408418385825262e-16  
1203.6 , 6.423392181532486e-16  , 1.8317549557183284e-16  
1204.2 , 1.2390652910909083e-15  , 2.2710380359162127e-16  
1204.8 , 1.6709184310961305e-15  , 2.502929822559898e-16  
1205.4 , 1.8961338817659645e-15  , 2.835496248300889e-16  
1206.0 , 6.673488029177139e-15  , 5.519493935603686e-16  
1206.6 , 9.37564447999106e-15  , 6.227579800713264e-16  
1207.2 , 9.205005829904435e-15  , 5.909313094140434e-16  
1207.8 , 7.210632459374977e-15  , 5.307899914609273e-16  
1208.4 , 3.0825336450954756e-15  , 3.623913935315749e-16  
1209.0 , 2.6381516958849045e-15  , 3.319134823770518e-16  
1209.6 , 2.568348564509305e-15  , 3.198732178285873e-16  
1210.2 , 3.07785043981092e-15  , 3.2521157837366727e-16  
1210.8 , 3.2943645045413438e-15  , 3.634605691194222e-16  
1211.4 , 4.1829754053261135e-15  , 3.9722256439102335e-16  
1212.0 , 5.9057565099865395e-15  , 4.972160681503265e-16  
1212.6 , 8.813173974483837e-15  , 5.647427012897272e-16  
1213.2 , 1.5101224092508283e-14  , 6.984130598607926e-16  
1213.8 , 2.709544930666648e-14  , 9.560845942857426e-16  
1214.4 , 5.369318157620613e-14  , 1.4146072813737971e-15  
1215.0 , 8.225554861845177e-14  , 1.7663926536676668e-15  
1215.6 , 9.925736326631365e-14  , 1.9014252058087886e-15  
1216.2 , 1.1391109411159712e-13  , 2.0863394686120655e-15  
1216.8 , 1.0786731557637335e-13  , 1.9454697721545934e-15  
1217.4 , 8.690391820095226e-14  , 1.7369182604005886e-15  
1218.0 , 4.900632608266613e-14  , 1.2751584351221e-15  
1218.6 , 2.6585923340428117e-14  , 9.257888519302837e-16  
1219.2 , 1.451209519728866e-14  , 6.821489938279047e-16  
1219.8 , 9.140382911821344e-15  , 5.356196858628135e-16  
1220.4 , 5.559037021070817e-15  , 4.067120980302383e-16  
